run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR24325003,PRJNA962562,SAMN34405790,Crinum x powellii,Light4A,"Callus, replicate 1",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 1 | Callus | Light4A | Light4A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 4mg/L 2,4-D | Light4A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 4mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449016 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 14h:10h light:dark + 4mg/L 2,4-D | organism=Crinum x powellii | t"
SRR24325004,PRJNA962562,SAMN34405789,Crinum x powellii,Light3C,"Callus, replicate 3",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 3 | Callus | Light3C | Light3C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | Light3C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449015 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 14h:10h light:dark + 2mg/L 2,4-D | organism=Crinum x powellii | t"
SRR24325005,PRJNA962562,SAMN34405788,Crinum x powellii,Light3B,"Callus, replicate 2",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 2 | Callus | Light3B | Light3B | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | Light3B | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449013 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 14h:10h light:dark + 2mg/L 2,4-D | organism=Crinum x powellii | t"
SRR24325006,PRJNA962562,SAMN34405787,Crinum x powellii,Light3A,"Callus, replicate 1",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 1 | Callus | Light3A | Light3A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | Light3A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 14h:10h light:dark and 2mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449014 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 14h:10h light:dark + 2mg/L 2,4-D | organism=Crinum x powellii | t"
SRR24325007,PRJNA962562,SAMN34405786,Crinum x powellii,Dark4C,"Callus, replicate 3",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 3 | Callus | Dark4C | Dark4C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | Dark4C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449012 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 24h dark + 4mg/L 2,4-D | organism=Crinum x powellii | tissue=Callus, replicate 3 | title"
SRR24325008,PRJNA962562,SAMN34405785,Crinum x powellii,Dark4B,"Callus, replicate 2",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 2 | Callus | Dark4B | Dark4B | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | Dark4B | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449010 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 24h dark + 4mg/L 2,4-D | organism=Crinum x powellii | tissue=Callus, replicate 2 | title"
SRR24325009,PRJNA962562,SAMN34405784,Crinum x powellii,Dark4A,"Callus, replicate 1",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 1 | Callus | Dark4A | Dark4A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | Dark4A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 4mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449009 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 24h dark + 4mg/L 2,4-D | organism=Crinum x powellii | tissue=Callus, replicate 1 | title"
SRR24325010,PRJNA962562,SAMN34405783,Crinum x powellii,Dark3C,"Callus, replicate 2",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 2 | Callus | Dark3C | Dark3C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 2mg/L 2,4-D | Dark3C | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 2mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449008 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 24h dark + 2mg/L 2,4-D | organism=Crinum x powellii | tissue=Callus, replicate 2 | title"
SRR24325011,PRJNA962562,SAMN34405782,Crinum x powellii,Dark3A,"Callus, replicate 1",Callus,Callus/Culture,declared,Tissue culture,sample text,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Callus, replicate 1 | Callus | Dark3A | Dark3A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 2mg/L 2,4-D | Dark3A | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: callus cultured in 24h dark and 2mg/L 2,4-D | BioSampleModel=Plant | INSDC secondary accession=SRS17449007 | NCBI submission package=Plant.1.0 | dev_stage=Callus | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | growth_protocol=in vitro culture 24h dark + 2mg/L 2,4-D | organism=Crinum x powellii | tissue=Callus, replicate 1 | title"
SRR24325012,PRJNA962562,SAMN34405773,Crinum x powellii,Basal_plate3,"Basal plate, replicate 3",,Basal plate,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Basal plate, replicate 3 | Basal_plate3 | Basal_plate3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: basal plate | Basal_plate3 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: basal plate | BioSampleModel=Plant | INSDC secondary accession=SRS17449011 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Basal plate, replicate 3 | title=Basal_plate3"
SRR24325013,PRJNA962562,SAMN34405772,Crinum x powellii,Basal_plate1,"Basal plate, replicate 2",,Basal plate,declared,Hormone/Elicitor,study title,ENA,"Auxin and light-mediated regulation of growth, morphogenesis, and alkaloid biosynthesis in Crinum x powellii callus","Basal plate, replicate 2 | Basal_plate1 | Basal_plate1 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: basal plate | Basal_plate1 | Illumina NovaSeq 6000 sequencing: RNAseq of Crinum x powellii: basal plate | BioSampleModel=Plant | INSDC secondary accession=SRS17449006 | NCBI submission package=Plant.1.0 | age=4-week old | ecotype=comercial market (Phoenix perennias, Canada) | geo_loc_name=not applicable | organism=Crinum x powellii | tissue=Basal plate, replicate 2 | title=Basal_plate1"
SRR2477578,PRJNA296436,SAMN04099137,Narcissus tazetta,Plant sample from Narcissus tazetta,petal and corona,the early flowering stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Narcissus tazetta cultivar:Yunxiang Transcriptome or Gene expression,petal and corona | the early flowering stage | Plant sample from Narcissus tazetta | flowers of N. tazetta | Illumina HiSeq 2000 paired end sequencing: De novo transcriptome sequencing and metabolic pathways analysis reveals the color formation between white petals and yellow coronas in Yunxiang (Narcissus tazetta L.) | Plant sample from Narcissus tazetta | Illumina HiSeq 2000 paired end sequencing: De novo transcriptome sequencing and metabolic pathways analysis reveals the color formation between white petals and yellow coronas in Yunxiang (Narcissus tazetta L.) | BioSampleModel=Plant | INSD
SRR2477579,PRJNA296436,SAMN04099137,Narcissus tazetta,Plant sample from Narcissus tazetta,petal and corona,the early flowering stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Narcissus tazetta cultivar:Yunxiang Transcriptome or Gene expression,petal and corona | the early flowering stage | Plant sample from Narcissus tazetta | flowers of N. tazetta | Illumina HiSeq 2000 paired end sequencing: De novo transcriptome sequencing and metabolic pathways analysis reveals the color formation between white petals and yellow coronas in Yunxiang (Narcissus tazetta L.) | Plant sample from Narcissus tazetta | Illumina HiSeq 2000 paired end sequencing: De novo transcriptome sequencing and metabolic pathways analysis reveals the color formation between white petals and yellow coronas in Yunxiang (Narcissus tazetta L.) | BioSampleModel=Plant | INSD
SRR27366443,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 2 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassifie
SRR27366444,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 1 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete inflorerscence 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassifie
SRR27366445,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, outermost | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, outermost | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366446,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, outermost | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, outermost | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366447,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-inner | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-inner | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366448,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-inner | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, mid-inner | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366449,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, innermost | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, innermost | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366451,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem top | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem top | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissus
SRR27366452,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem upper mid | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem upper mid | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na
SRR27366453,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem lower mid | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem lower mid | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Na
SRR27366454,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem bottommost | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete stem bottommost | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified 
SRR27366455,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 3 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 3 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissus
SRR27366456,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 2 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 2 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissus
SRR27366457,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 1 | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete roots 1 | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissus
SRR27366458,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 4, top | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 4, top | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
SRR27366459,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, innermost | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete bulb scale, innermost | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from u"
SRR27366460,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 3, top | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 3, top | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
SRR27366461,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, top | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, top | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
SRR27366462,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, top | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 1, top | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
SRR27366463,PRJNA1056253,SAMN39143826,unclassified Narcissus,Plant sample from unclassified Narcissus,Multiple,Full bloom,Multiple/Pooled,declared,Developmental stage,declared,ENA,A developmental gradient reveals biosynthetic pathways to eukaryotic toxins in the Amaryllidaceae,"Multiple | Full bloom | Plant sample from unclassified Narcissus | Narcissus cultivar Tete-a-Tete | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, mid | Plant sample from unclassified Narcissus | Illumina NovaSeq 6000 sequencing: RNA-seq of Narcissus cv. Tete a Tete leaf 2, mid | BioSampleModel=Plant | INSDC secondary accession=SRS20004005 | NCBI submission package=Plant.1.0 | collection_date=2021-03 | cultivar=Tete-a-tete | dev_stage=Full bloom | geo_loc_name=USA | organism=unclassified Narcissus | tissue=Multiple | title=Plant sample from unclassified Narcissu"
