run_accession,study_accession,sample_accession,scientific_name,sample_title,tissue_type,dev_stage,tissue,tissue_source,condition,condition_source,metadata_source,study_title,metadata_blob
SRR6041662,PRJNA407433,SAMN07654076,Narcissus papyraceus,Plant sample from Narcissus papyraceus,Bulbs,bulbs,Bulb,declared,Unspecified,,ENA,Narcissus papyraceus Raw sequence reads,Bulbs | bulbs | Plant sample from Narcissus papyraceus | Npapy_bulbs | Illumina HiSeq 2000 sequencing: Narcissus papyraceus 'Vesey's paperwhite' bulbs | Plant sample from Narcissus papyraceus | Illumina HiSeq 2000 sequencing: Narcissus papyraceus 'Vesey's paperwhite' bulbs | BioSampleModel=Plant | INSDC secondary accession=SRS2517093 | NCBI submission package=Plant.1.0 | cultivar=Vesey's paperwhite | dev_stage=bulbs | geo_loc_name=Canada:Trois-Rivieres | organism=Narcissus papyraceus | tissue=Bulbs | title=Plant sample from Narcissus papyraceus
SRR7503212,PRJNA480383,SAMN09635528,Clivia miniata,Plant sample from Clivia miniata,Yellow strip of leaf,Young striped-leaves,Leaf,declared,Unspecified,,ENA,Clivia miniata var. variegata leaf transcriptome,Yellow strip of leaf | Young striped-leaves | Plant sample from Clivia miniata | YS2 | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant sample from Clivia miniata | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant2 | BioSampleModel=Plant | INSDC secondary accession=SRS3530249 | NCBI submission package=Plant.1.0 | cultivar=Clivia miniata var. variegata | dev_stage=Young striped-leaves | geo_loc_name=China | isolate=Plant2 | organism=Clivia miniata | sample_type=Tissue sample | tissue=Yellow strip of leaf | title=Pla
SRR7503213,PRJNA480383,SAMN09635527,Clivia miniata,Plant sample from Clivia miniata,Green strip of leaf,Young striped-leaves,Leaf,declared,Unspecified,,ENA,Clivia miniata var. variegata leaf transcriptome,Green strip of leaf | Young striped-leaves | Plant sample from Clivia miniata | GS2 | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant sample from Clivia miniata | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant2 | BioSampleModel=Plant | INSDC secondary accession=SRS3530248 | NCBI submission package=Plant.1.0 | cultivar=Clivia miniata var. variegata | dev_stage=Young striped-leaves | geo_loc_name=China | isolate=Plant2 | organism=Clivia miniata | sample_type=Tissue sample | tissue=Green strip of leaf | title=Plant
SRR7503214,PRJNA480383,SAMN09635526,Clivia miniata,Plant sample from Clivia miniata,Yellow strip of leaf,Young striped-leaves,Leaf,declared,Unspecified,,ENA,Clivia miniata var. variegata leaf transcriptome,Yellow strip of leaf | Young striped-leaves | Plant sample from Clivia miniata | YS1 | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant sample from Clivia miniata | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant1 | BioSampleModel=Plant | INSDC secondary accession=SRS3530247 | NCBI submission package=Plant.1.0 | cultivar=Clivia miniata var. variegata | dev_stage=Young striped-leaves | geo_loc_name=China | isolate=Plant1 | organism=Clivia miniata | sample_type=Tissue sample | tissue=Yellow strip of leaf | title=Pla
SRR7503215,PRJNA480383,SAMN09635525,Clivia miniata,Plant sample from Clivia miniata,Green strip of leaf,Young striped-leaves,Leaf,declared,Unspecified,,ENA,Clivia miniata var. variegata leaf transcriptome,Green strip of leaf | Young striped-leaves | Plant sample from Clivia miniata | GS1 | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant sample from Clivia miniata | Illumina HiSeq 2500 sequencing: Clivia miniata var. variegata leaf transcriptome | Plant1 | BioSampleModel=Plant | INSDC secondary accession=SRS3530246 | NCBI submission package=Plant.1.0 | cultivar=Clivia miniata var. variegata | dev_stage=Young striped-leaves | geo_loc_name=China | isolate=Plant1 | organism=Clivia miniata | sample_type=Tissue sample | tissue=Green strip of leaf | title=Plant
SRR7734244,PRJNA487120,SAMN09873980,Narcissus tazetta,ETH-treated bulbs,bulbs of ETH treatment,,Bulb,declared,Unspecified,,ENA,The transcriptome of Narcissus tazetta during flower bud differentiation,bulbs of ETH treatment | ETH-treated bulbs | ETH | Illumina HiSeq 2500 sequencing: ETH | ETH-treated bulbs | Illumina HiSeq 2500 sequencing: ETH | BioSampleModel=Plant | INSDC secondary accession=SRS3698821 | NCBI submission package=Plant.1.0 | age=three-year old | cultivar=cv. 'Jingzhanyintai' | dev_stage=not applicable | ecotype=not collected | geo_loc_name=China:Zhangzhou | isolate=not collected | organism=Narcissus tazetta | tissue=bulbs of ETH treatment | title=ETH-treated bulbs
SRR7734245,PRJNA487120,SAMN09873979,Narcissus tazetta,Non-treated bulbs,bulbs of non treatment,,Bulb,declared,Unspecified,,ENA,The transcriptome of Narcissus tazetta during flower bud differentiation,bulbs of non treatment | Non-treated bulbs | CG | Illumina HiSeq 2500 sequencing: CG | Non-treated bulbs | Illumina HiSeq 2500 sequencing: CG | BioSampleModel=Plant | INSDC secondary accession=SRS3698820 | NCBI submission package=Plant.1.0 | age=three-year old | cultivar=cv. 'Jingzhanyintai' | dev_stage=not applicable | ecotype=not collected | geo_loc_name=China:Zhangzhou | isolate=not collected | organism=Narcissus tazetta | tissue=bulbs of non treatment | title=Non-treated bulbs
SRR7734246,PRJNA487120,SAMN09873981,Narcissus tazetta,1-MCP-treated bulbs,bulbs of 1-MCP treatment,,Bulb,declared,Unspecified,,ENA,The transcriptome of Narcissus tazetta during flower bud differentiation,bulbs of 1-MCP treatment | 1-MCP-treated bulbs | 1-MCP | Illumina HiSeq 2500 sequencing: 1-MCP | 1-MCP-treated bulbs | Illumina HiSeq 2500 sequencing: 1-MCP | BioSampleModel=Plant | INSDC secondary accession=SRS3698819 | NCBI submission package=Plant.1.0 | age=three-year old | cultivar=cv. 'Jingzhanyintai' | dev_stage=not applicable | ecotype=not collected | geo_loc_name=China:Zhangzhou | isolate=not collected | organism=Narcissus tazetta | tissue=bulbs of 1-MCP treatment | title=1-MCP-treated bulbs
SRR7849884,PRJNA490415,SAMN10036143,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3w2 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787013 | NCBI submission package=Plant.1.0 | cultivar=White | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | r
SRR7849885,PRJNA490415,SAMN10036143,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3w2 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787013 | NCBI submission package=Plant.1.0 | cultivar=White | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | r
SRR7849886,PRJNA490415,SAMN10036141,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3p3 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787011 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | re
SRR7849887,PRJNA490415,SAMN10036139,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3p1 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787010 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | re
SRR7849888,PRJNA490415,SAMN10036137,Lycoris longituba,Plant sample from Lycoris longituba,tepal,medium bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | medium bud stage | Plant sample from Lycoris longituba | te-s2p2 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787008 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=medium bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longitub
SRR7849889,PRJNA490415,SAMN10036135,Lycoris longituba,Plant sample from Lycoris longituba,tepal,small bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | small bud stage | Plant sample from Lycoris longituba | te-s1p3 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787006 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=small bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba 
SRR7849890,PRJNA490415,SAMN10036136,Lycoris longituba,Plant sample from Lycoris longituba,tepal,medium bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | medium bud stage | Plant sample from Lycoris longituba | te-s2p1 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787005 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=medium bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longitub
SRR7849891,PRJNA490415,SAMN10036138,Lycoris longituba,Plant sample from Lycoris longituba,tepal,medium bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | medium bud stage | Plant sample from Lycoris longituba | te-s2p3 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787007 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=medium bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longitub
SRR7849892,PRJNA490415,SAMN10036140,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3p2 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787009 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | re
SRR7849893,PRJNA490415,SAMN10036142,Lycoris longituba,Plant sample from Lycoris longituba,tepal,opening stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | opening stage | Plant sample from Lycoris longituba | te-s3w1 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787012 | NCBI submission package=Plant.1.0 | cultivar=White | dev_stage=opening stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba | r
SRR7849894,PRJNA490415,SAMN10036133,Lycoris longituba,Plant sample from Lycoris longituba,tepal,small bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | small bud stage | Plant sample from Lycoris longituba | te-s1p1 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787004 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=small bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba 
SRR7849895,PRJNA490415,SAMN10036134,Lycoris longituba,Plant sample from Lycoris longituba,tepal,small bud stage,Tepal/Petal,declared,Developmental stage,declared,ENA,Lycoris longituba Transcriptome or Gene expression,tepal | small bud stage | Plant sample from Lycoris longituba | te-s1p2 | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | Plant sample from Lycoris longituba | Illumina HiSeq 4000 sequencing: Transcriptomic analysis of differentially expressed genes relevant to tepals color fading in Lycoris longituba | BioSampleModel=Plant | INSDC secondary accession=SRS3787003 | NCBI submission package=Plant.1.0 | cultivar=Pink | dev_stage=small bud stage | geo_loc_name=China:Nanjing | organism=Lycoris longituba 
SRR8115248,PRJNA497707,SAMN10265287,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus T03,corona,flower blooming,Tepal/Petal,declared,Developmental stage,declared,ENA,Narcissus pseudonarcissus cultivar:Slim Whitman and Pinza Raw sequence reads,corona | flower blooming | Plant sample from Narcissus pseudonarcissus T03 | T03 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | Plant sample from Narcissus pseudonarcissus T03 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | BioSampleModel=Plant | INSDC secondary accession=SRS3985534 | NCBI submission package=Plant.1.0 | cultivar=Slim Whitman | dev_stage=flower blooming | ecotype=Large-cupped Daffodil cultivar | geo_loc_name=China:Shanghai | organism=Narcissus pseudonarcissus | tissue=corona | title=Plant sample from Narcissus p
SRR8115249,PRJNA497707,SAMN10265288,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus T04,corona,flower blooming,Tepal/Petal,declared,Developmental stage,declared,ENA,Narcissus pseudonarcissus cultivar:Slim Whitman and Pinza Raw sequence reads,corona | flower blooming | Plant sample from Narcissus pseudonarcissus T04 | T04 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | Plant sample from Narcissus pseudonarcissus T04 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | BioSampleModel=Plant | INSDC secondary accession=SRS3985533 | NCBI submission package=Plant.1.0 | cultivar=Slim Whitman | dev_stage=flower blooming | ecotype=Large-cupped Daffodil cultivar | geo_loc_name=China:Shanghai | organism=Narcissus pseudonarcissus | tissue=corona | title=Plant sample from Narcissus p
SRR8115250,PRJNA497707,SAMN10265284,Narcissus pseudonarcissus,Plant sample from Narcissus pseudonarcissus T01,perianth,flower blooming,Tepal/Petal,declared,Developmental stage,declared,ENA,Narcissus pseudonarcissus cultivar:Slim Whitman and Pinza Raw sequence reads,perianth | flower blooming | Plant sample from Narcissus pseudonarcissus T01 | T01 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | Plant sample from Narcissus pseudonarcissus T01 | Illumina HiSeq 4000 sequencing: Narcissus pseudonarcissus Raw sequence reads | BioSampleModel=Plant | INSDC secondary accession=SRS3985532 | NCBI submission package=Plant.1.0 | cultivar=Slim Whitman | dev_stage=flower blooming | ecotype=Large-cupped Daffodil cultivars | geo_loc_name=China:Shanghai | organism=Narcissus pseudonarcissus | tissue=perianth | title=Plant sample from Narcis
